2855
Se -53.55407863 -53.55407863  3.06715756
Cd -56.32630665 -50.62859382  6.04778457
Se -53.48359185 -47.81082340  9.07911292
Cd -50.62859382 -56.32630665  6.04778457
Se -47.81082340 -53.48359185  9.07911292
Cd -50.55565040 -50.55565040  12.10044463
Se -53.58034582 -53.58034582 -8.89244579
Cd -56.43175336 -50.75841800 -5.88460673
Se -53.59659746 -47.90417587 -2.89895305
Cd -56.42759596 -45.03991818  0.08358277
Se -53.57543253 -42.20873071  3.07891166
Cd -56.36655781 -39.30951310  6.05819696
Se -53.51061493 -36.50062439  9.07705312
Cd -50.75841800 -56.43175336 -5.88460673
Se -47.90417587 -53.59659746 -2.89895305
Cd -50.71948964 -50.71948964  0.07617485
Se -47.88433374 -47.88433374  3.07641722
Cd -50.67186855 -44.99154120  6.06191972
Se -47.83898032 -42.17169208  9.08387503
Cd -50.59835821 -39.25981330  12.09640061
Cd -45.03991818 -56.42759596  0.08358277
Se -42.20873071 -53.57543253  3.07891166
Cd -44.99154120 -50.67186855  6.06191972
Se -42.17169208 -47.83898032  9.08387503
Cd -44.93806195 -44.93806195  12.09953756
Cd -39.30951310 -56.36655781  6.05819696
Se -36.50062439 -53.51061493  9.07705312
Cd -39.25981330 -50.59835821  12.09640061
Se -53.58129068 -42.25521797 -8.90535262
Cd -56.43591076 -39.44292775 -5.89390418
Se -53.60944760 -36.58792973 -2.90789145
Cd -56.45140651 -33.73935677  0.07596528
Se -53.59357390 -30.91232669  3.06488989
Cd -56.39395884 -28.02633716  6.04440196
Se -53.53026808 -25.22633017  9.05949757
Cd -50.75029218 -50.75029218 -11.93515030
Se -47.91948265 -47.91948265 -8.91389418
Cd -50.75331574 -45.09245257 -5.90955111
Se -47.92118340 -42.25238338 -2.91871958
Cd -50.73819793 -39.39814125  0.07266979
Se -47.90039641 -36.56959939  3.07265666
Cd -50.69775779 -33.68965698  6.05534347
Se -47.85749963 -30.87812265  9.07057136
Cd -50.62235773 -27.97947196  12.08570477
Se -42.25521797 -53.58129068 -8.90535262
Cd -45.09245257 -50.75331574 -5.90955111
Se -42.25238338 -47.92118340 -2.91871958
Cd -45.06127209 -45.06127209  0.07161854
Se -42.23216331 -42.23216331  3.07560464
Cd -45.02366654 -39.35845700  6.06700308
Se -42.19512468 -36.53501740  9.07837593
Cd -44.97018730 -33.64751609  12.09216763
Cd -39.44292775 -56.43591076 -5.89390418
Se -36.58792973 -53.60944760 -2.90789145
Cd -39.39814125 -50.73819793  0.07266979
Se -36.56959939 -47.90039641  3.07265666
Cd -39.35845700 -45.02366654  6.06700308
Se -36.53501740 -42.19512468  9.07837593
Cd -39.31423741 -39.31423741  12.09609826
Cd -33.73935677 -56.45140651  0.07596528
Se -30.91232669 -53.59357390  3.06488989
Cd -33.68965698 -50.69775779  6.05534347
Se -30.87812265 -47.85749963  9.07057136
Cd -33.64751609 -44.97018730  12.09216763
Cd -28.02633716 -56.39395884  6.04440196
Se -25.22633017 -53.53026808  9.05949757
Cd -27.97947196 -50.62235773  12.08570477
Se -53.57713328 -30.97336484 -8.92258692
Cd -56.43893432 -28.17203504 -5.91098730
Se -53.61190424 -25.31420243 -2.93206105
Cd -56.45820953 -22.47715680  0.05636070
Se -53.59848719 -19.65182747  3.04351709
Cd -56.40132877 -16.77407715  6.02541021
Se -53.53253575 -13.97885116  9.03464767
Cd -50.72648163 -39.46617138 -11.95170430
Se -47.91740395 -36.61778740 -8.93303710
Cd -50.75104807 -33.79982800 -5.92251463
Se -47.92345107 -30.95843601 -2.93455549
Cd -50.74726862 -28.11515429  0.05764212
Se -47.90719943 -25.29058085  3.05368381
Cd -50.70682848 -22.42197680  6.04217208
Se -47.86373573 -19.61535576  9.05622834
Cd -50.63558581 -16.72774107  12.06971768
Cd -45.09642099 -45.09642099 -11.95363182
Se -42.26712324 -42.26712324 -8.93753465
Cd -45.09037387 -39.44122700 -5.93075384
Se -42.26220995 -36.60871671 -2.93631293
Cd -45.07128764 -33.76184451  0.06149036
Se -42.24123400 -30.93632621  3.06048683
Cd -45.03689462 -28.07452518  6.05345375
Se -42.20684098 -25.25921140  9.06639507
Cd -44.98530510 -22.38418228  12.08423078
Cd -39.46617138 -50.72648163 -11.95170430
Se -36.61778740 -47.91740395 -8.93303710
Cd -39.44122700 -45.09037387 -5.93075384
Se -36.60871671 -42.26220995 -2.93631293
