44 50 0.00000197 0.085841191883 0.00000000 0.00000000 0.00000000 0.00000000
45 50 0.00000336 0.085841191882 0.00000000 0.00000000 0.00000000 0.00000000
41 50 0.00000482 0.086474516141 0.00000000 0.00000000 0.00000000 0.00000000
39 50 0.00000614 0.086474516146 0.00000000 0.00000000 0.00000000 0.00000000
40 50 0.00000865 0.086474516145 0.00000000 0.00000000 0.00000000 0.00000000
38 50 0.00001155 0.086653706529 0.00000000 0.00000000 0.00000000 0.00000000
43 50 0.00001217 0.086338774083 0.00000000 0.00000000 0.00000000 0.00000000
33 50 0.00001508 0.087526073022 0.00000000 0.00000000 0.00000000 0.00000000
7 50 0.00001906 0.089571933128 0.00000000 0.00000000 0.00000000 0.00000000
31 50 0.00002163 0.087809438368 0.00000000 0.00000000 0.00000000 0.00000000
34 50 0.00002257 0.087526073014 0.00000000 0.00000000 0.00000000 0.00000000
42 50 0.00002269 0.086338774084 0.00000000 0.00000000 0.00000000 0.00000000
46 50 0.00002903 0.085841191866 0.00000000 0.00000000 0.00000000 0.00000000
9 50 0.00003374 0.089316482319 0.00000000 0.00000000 0.00000000 0.00000000
11 50 0.00004886 0.089309841912 0.00000000 0.00000000 0.00000000 0.00000000
25 50 0.00006168 0.088003228365 0.00000000 0.00000000 0.00000000 0.00000000
12 50 0.00006953 0.089309841726 0.00000000 0.00000000 0.00000000 0.00000000
8 50 0.00007474 0.089571931552 0.00000000 0.00000000 0.00000000 0.00000000
30 50 0.00009174 0.087809438385 0.00000000 0.00000000 0.00000001 0.00000000
15 50 0.00009706 0.089232844856 0.00000000 0.00000000 0.00000001 0.00000000
24 50 0.00010760 0.088003228553 0.00000000 0.00000000 0.00000001 0.00000001
23 50 0.00012727 0.088193095221 0.00000000 0.00000000 0.00000001 0.00000000
14 50 0.00013468 0.089232845239 0.00000000 0.00000000 0.00000001 0.00000000
22 50 0.00013984 0.088193095505 0.00000000 0.00000000 0.00000001 0.00000000
2 50 0.00014323 0.090057251476 0.00000000 0.00000000 0.00000002 0.00000000
0 50 0.00017127 0.090146302297 0.00000000 0.00000000 0.00000000 0.00000003
13 50 0.00020668 0.089232846354 0.00000001 0.00000000 0.00000004 0.00000000
26 50 0.00020845 0.088003228131 0.00000001 0.00000000 0.00000003 0.00000001
3 50 0.00022385 0.090024197595 0.00000001 0.00000003 0.00000002 0.00000000
10 50 0.00022935 0.089309842973 0.00000001 0.00000000 0.00000005 0.00000000
32 50 0.00023059 0.087526073153 0.00000001 0.00000001 0.00000002 0.00000002
1 50 0.00031037 0.090057256852 0.00000001 0.00000000 0.00000009 0.00000000
21 50 0.04504124 0.088675149549 0.00023986 0.00015376 0.00176979 0.00010517
19 50 0.04506888 0.088675151795 0.00024016 0.00027855 0.00002029 0.00173237
20 50 0.04508040 0.088675149643 0.00024028 0.00160573 0.00023288 0.00019363
29 50 0.09211927 0.087874950454 0.00099427 0.00330721 0.00003020 0.00514855
28 50 0.09219187 0.087874950601 0.00099584 0.00513879 0.00018350 0.00317706
27 50 0.09223359 0.087874950659 0.00099674 0.00005112 0.00829293 0.00016298
5 50 0.50381777 0.089988514003 0.03045599 0.08887773 0.05066695 0.11428766
4 50 0.50400118 0.089988515797 0.03047817 0.11653162 0.13422285 0.00326272
