0.74198669 0.094444420899 0.06932778 0.00000000 0.00000000 0.55054425
0.00000285 0.094524644887 0.00000000 0.00000000 0.00000000 0.00000000
0.46700358 0.094585104571 0.02750438 0.08731230 0.13078005 0.00000000
0.46701162 0.094585104596 0.02750533 0.13078248 0.08731737 0.00000000
0.00000774 0.094592070599 0.00000000 0.00000000 0.00000000 0.00000000
4.06100310 0.094609817371 2.08037479 0.00000000 0.00000000 16.49174618
3.09242127 0.094662690266 1.20702116 0.00000000 0.00000000 9.56306931
0.49483926 0.094672281880 0.03090935 0.14541595 0.09944994 0.00000000
0.49483507 0.094672281916 0.03090883 0.09945038 0.14541137 0.00000000
0.00000492 0.094733966767 0.00000000 0.00000000 0.00000000 0.00000000
0.00382658 0.094756365427 0.00000185 0.00000396 0.00001068 0.00000000
0.00381733 0.094756365472 0.00000184 0.00001066 0.00000391 0.00000000
0.18185869 0.094834166254 0.00418188 0.00482965 0.02824293 0.00000000
0.18184130 0.094834166302 0.00418108 0.02823849 0.00482777 0.00000000
0.26948055 0.094869940240 0.00918591 0.00000001 0.00000001 0.07261975
0.27596535 0.094890424543 0.00963541 0.02978380 0.04637308 0.00000000
0.27597478 0.094890424600 0.00963607 0.04637381 0.02978827 0.00000000
0.00003732 0.094922403064 0.00000000 0.00000000 0.00000000 0.00000000
0.43571490 0.095031473322 0.02405531 0.03171666 0.15813081 0.00000000
0.43572288 0.095031473380 0.02405619 0.15814139 0.03171304 0.00000000
0.00000781 0.095032331816 0.00000000 0.00000000 0.00000000 0.00000000
0.48318194 0.095117871050 0.02960890 0.04391858 0.18954620 0.00000000
0.48318562 0.095117871069 0.02960935 0.18955209 0.04391625 0.00000000
0.00000695 0.095126164677 0.00000000 0.00000000 0.00000000 0.00000000
0.14368436 0.095207529807 0.00262077 0.00000000 0.00000000 0.02064520
0.34911616 0.095234978041 0.01547658 0.10744518 0.01443692 0.00000000
0.34912499 0.095234978060 0.01547737 0.01443837 0.10744988 0.00000000
0.00002263 0.095275389965 0.00000000 0.00000000 0.00000000 0.00000000
0.00000934 0.095281767595 0.00000000 0.00000000 0.00000000 0.00000000
0.14719728 0.095349723166 0.00275459 0.01122901 0.01043803 0.00000000
0.14718021 0.095349723194 0.00275396 0.01043589 0.01122612 0.00000000
0.00003971 0.095360185804 0.00000000 0.00000000 0.00000000 0.00000000
0.00005309 0.095379353343 0.00000000 0.00000000 0.00000000 0.00000000
0.14100404 0.095383814322 0.00252858 0.00000000 0.00000000 0.01988214
0.28548804 0.095456522012 0.01037338 0.00000000 0.00000000 0.08150342
0.10903810 0.095464437453 0.00151334 0.00008689 0.01180234 0.00000008
0.10888281 0.095464437897 0.00150903 0.01176777 0.00008770 0.00000000
0.00007200 0.095482379223 0.00000000 0.00000000 0.00000000 0.00000000
0.00008895 0.095528791925 0.00000000 0.00000000 0.00000000 0.00000001
0.33750485 0.095529285440 0.01450893 0.00390497 0.11000455 0.00000000
0.33751409 0.095529285593 0.01450972 0.11001903 0.00389672 0.00000002
0.00007516 0.095539896967 0.00000000 0.00000000 0.00000000 0.00000000
0.10541211 0.095589686835 0.00141622 0.00000000 0.00000000 0.01111171
0.05367343 0.095625086366 0.00036731 0.00112616 0.00175468 0.00000000
0.05363783 0.095625086424 0.00036682 0.00175300 0.00112402 0.00000000
0.00004192 0.095688447080 0.00000000 0.00000000 0.00000000 0.00000000
0.79313748 0.095689464804 0.08026012 0.00000000 0.00000000 0.62906706
0.24774097 0.095727563565 0.00783378 0.02112028 0.04025531 0.00000000
0.24774586 0.095727563630 0.00783409 0.04025909 0.02111892 0.00000000
0.00002475 0.095735052409 0.00000000 0.00000000 0.00000000 0.00000000
0.64590237 0.097872750247 0.05444203 0.20859213 0.20859774 0.00000000
0.64590395 0.097872769006 0.05444230 0.20859661 0.20859530 0.00000000
1.03989724 0.097952974235 0.14123333 0.54069300 0.54069327 0.00000000
1.03989867 0.097952992994 0.14123375 0.54069380 0.54069545 0.00000000
1.16247306 0.098013433920 0.17659977 0.00000000 0.00000000 1.35134362
0.11701418 0.098013433944 0.00178937 0.00000000 0.00000000 0.01369232
0.11702212 0.098013452679 0.00178962 0.00000000 0.00000000 0.01369418
1.16248208 0.098013452703 0.17660254 0.00000000 0.00000000 1.35136458
0.05540029 0.098020399947 0.00040112 0.00153459 0.00153460 0.00000000
0.05540048 0.098020418706 0.00040113 0.00153476 0.00153445 0.00000000
0.49781622 0.098038146720 0.03239455 0.12390913 0.12391186 0.00000000
0.49781628 0.098038165479 0.03239456 0.12391126 0.12390978 0.00000000
