-34.0000  0.00000165
-33.2917  0.00000227
-32.5833  0.00000498
-31.8750  0.00001345
-31.1667  0.00003814
-30.4583  0.00009796
-29.7500  0.00017726
-29.0417  0.00020215
-28.3333  0.00019169
-27.6250  0.00016538
-26.9167  0.00020711
-26.2083  0.00060174
-25.5000  0.00188012
-24.7917  0.00532028
-24.0833  0.01244522
-23.3750  0.02054231
-22.6667  0.02193065
-21.9583  0.01475578
-21.2500  0.00625685
-20.5417  0.00286522
-19.8333  0.00554209
-19.1250  0.01540797
-18.4167  0.03135487
-17.7083  0.04238446
-17.0000  0.04402902
-16.2917  0.03822334
-15.5833  0.02339407
-14.8750  0.01074251
-14.1667  0.00901287
-13.4583  0.01862009
-12.7500  0.03211649
-12.0417  0.03053072
-11.3333  0.02522450
-10.6250  0.03295621
-9.9167  0.03004392
-9.2083  0.01612507
-8.5000  0.00897856
-7.7917  0.01249411
-7.0833  0.02221128
-6.3750  0.02434309
-5.6667  0.02110160
-4.9583  0.02425271
-4.2500  0.02158578
-3.5417  0.01167388
-2.8333  0.00566339
-2.1250  0.00651585
-1.4167  0.01432970
-0.7083  0.02471068
 0.0000  0.02922821
 0.7083  0.02471069
 1.4167  0.01432970
 2.1250  0.00651585
 2.8333  0.00566339
 3.5417  0.01167388
 4.2500  0.02158578
 4.9583  0.02425272
 5.6667  0.02110160
 6.3750  0.02434309
 7.0833  0.02221128
 7.7917  0.01249411
 8.5000  0.00897856
 9.2083  0.01612507
 9.9167  0.03004393
 10.6250  0.03295621
 11.3333  0.02522450
 12.0417  0.03053072
 12.7500  0.03211649
 13.4583  0.01862009
 14.1667  0.00901287
 14.8750  0.01074251
 15.5833  0.02339407
 16.2917  0.03822334
 17.0000  0.04402902
 17.7083  0.04238446
 18.4167  0.03135487
 19.1250  0.01540797
 19.8333  0.00554209
 20.5417  0.00286522
 21.2500  0.00625685
 21.9583  0.01475578
 22.6667  0.02193065
 23.3750  0.02054231
 24.0833  0.01244522
 24.7917  0.00532028
 25.5000  0.00188012
 26.2083  0.00060174
 26.9167  0.00020711
 27.6250  0.00016538
 28.3333  0.00019169
 29.0417  0.00020215
 29.7500  0.00017726
 30.4583  0.00009796
 31.1667  0.00003814
 31.8750  0.00001345
 32.5833  0.00000498
 33.2917  0.00000227
