0 0.07396609  0.0004112584618885
1 0.07410991  0.0176856654965148
10 0.07498242 -0.0041319377835859
100 0.08068121  0.0029174846040692
1000 0.10146271  0.0000000237044997
1001 0.10146657  0.0005168655700632
1002 0.10146739 -0.0002020450042489
1003 0.10147334  0.0000006744820119
1004 0.10149660 -0.0002096023613089
1005 0.10151271  0.0002988041031144
1006 0.10151303 -0.0000637178682662
1007 0.10151836 -0.0022355408471582
1008 0.10151842  0.0033468681056072
1009 0.10157624 -0.0000000190952169
101 0.08071960 -0.0000384052693638
1010 0.10165151 -0.0000140070897986
1011 0.10165211 -0.0000599943137121
1012 0.10166602 -0.0001379423156305
1013 0.10166643  0.0001269532002650
1014 0.10169664 -0.0000000709840038
1015 0.10170295  0.0004252102052761
1016 0.10170417 -0.0002848443027540
1017 0.10170539 -0.0000007614015918
1018 0.10171344 -0.0000546773711169
1019 0.10171599  0.0001040354303813
102 0.08072837  0.0000203822258493
1020 0.10174183 -0.0006105549046825
1021 0.10174338  0.0005504257783249
1022 0.10182474  0.0002418725914623
1023 0.10190950 -0.0003203465327446
1024 0.10191081 -0.0004134752666218
1025 0.10196116  0.0000003246283935
1026 0.10196420  0.0000227806580772
1027 0.10196632  0.0000168870793376
1028 0.10197227 -0.0001095129705875
1029 0.10203378 -0.0003632865735090
103 0.08073578 -0.0182562490756623
1030 0.10203384  0.0002519742044570
1031 0.10203862  0.0002505807207744
1032 0.10205835 -0.0000027684220207
1033 0.10207637 -0.0000430122738994
1034 0.10215094 -0.0000352479493473
1035 0.10215427  0.0000610991306386
1036 0.10217349  0.0000202177815697
1037 0.10222183  0.0002479806338106
1038 0.10223202 -0.0000080266250738
1039 0.10224431 -0.0000041517405418
104 0.08073678  0.0163135058261090
1040 0.10227342 -0.0003430834977736
1041 0.10229362  0.0000549172150551
1042 0.10230399  0.0005070134977718
1043 0.10230480 -0.0003222882579281
1044 0.10234617 -0.0000060063993458
1045 0.10236301  0.0032697708639359
1046 0.10237309 -0.0033149915334429
1047 0.10237836  0.0000000003335849
1048 0.10242749  0.0000394508505632
1049 0.10242984  0.0001949594374855
105 0.08081254 -0.0000000280678684
1050 0.10244553  0.0027072896281291
1051 0.10244654 -0.0022375086838510
1052 0.10247408 -0.0002344448379317
1053 0.10248001 -0.0024886531692282
1054 0.10249080  0.0017297480653918
1055 0.10252801  0.0005221756813439
1056 0.10253719  0.0005255647307554
1057 0.10254641 -0.0002490665683329
1058 0.10256685 -0.0002538735020338
1059 0.10261601 -0.0003714647945277
106 0.08082781  0.0000023134098948
1060 0.10262214  0.0002382129763628
1061 0.10272280  0.0002628444961949
1062 0.10279388  0.0000206487393983
1063 0.10279402  0.0002394191951866
1064 0.10282964 -0.0000013641126557
1065 0.10285706 -0.0000000047926174
1066 0.10289838  0.0000023542298947
1067 0.10291106 -0.0001738848404512
1068 0.10291127  0.0002631562026579
1069 0.10293505 -0.0000000101570681
107 0.08083697 -0.0000072220295680
1070 0.10297960  0.0000000112830372
1071 0.10299214  0.0000005782435130
1072 0.10299423 -0.0000245659470727
1073 0.10300122  0.0000023491890835
1074 0.10312526  0.0005123525447625
1075 0.10312607 -0.0001760524082320
1076 0.10314837  0.0000027526489340
1077 0.10316666  0.0000000386824522
1078 0.10325342  0.0005970103935889
1079 0.10330639  0.0066341305070122
108 0.08088742 -0.0121801198648895
1080 0.10330724 -0.0049172846423468
1081 0.10332773  0.0000000636150068
1082 0.10352795 -0.0000146027343749
1083 0.10354047 -0.0011524430542010
1084 0.10354271 -0.0000000032244156
1085 0.10356332 -0.0000946266137913
1086 0.10356817  0.0003011219625062
1087 0.10356848  0.0000059212266503
1088 0.10358275 -0.0000010834818631
1089 0.10359531 -0.0000000667443148
109 0.08089726  0.0140147614525259
1090 0.10369139  0.0000000355122432
1091 0.10369950  0.0000150056994015
1092 0.10370029 -0.0001329991225199
1093 0.10370761  0.0000132179381690
1094 0.10371944 -0.0000000541225275
1095 0.10375698 -0.0000002491187394
1096 0.10380101  0.0102731221917714
1097 0.10380275 -0.0104001911836092
1098 0.10382286  0.0033341866771824
1099 0.10382313 -0.0028826615014766
11 0.07507622  0.0001083637472813
110 0.08093662 -0.0038487757195707
1100 0.10384697  0.0000000819103134
1101 0.10384985  0.0000001544026426
1102 0.10385134  0.0001218202894056
1103 0.10385482  0.0000969930863822
1104 0.10393458  0.0000000091145870
1105 0.10395096 -0.0000000001753726
1106 0.10399985  0.0000317646823778
1107 0.10400397  0.0000009109617513
1108 0.10401455  0.0004840670435130
1109 0.10401490 -0.0001708438776100
111 0.08095059  0.0018836537690902
1110 0.10402018 -0.0005150168647907
1111 0.10405129 -0.0044098136623362
1112 0.10405617  0.0042841313411347
1113 0.10415560 -0.0000000082737230
1114 0.10417787  0.0185571099682730
1115 0.10417849 -0.0178068331262785
1116 0.10418453  0.0019772168290876
1117 0.10420429 -0.0000007508339786
1118 0.10421311  0.0002998101093531
1119 0.10421515 -0.0034818546888970
112 0.08097794  0.0000474855930952
1120 0.10421856  0.0000584711754195
1121 0.10423199  0.0002116739613006
1122 0.10430663 -0.0001268580835883
1123 0.10431515  0.0000000798035418
1124 0.10446303  0.0057692785294350
1125 0.10447913 -0.0689879677473067
1126 0.10448022  0.0611517928851275
1127 0.10448398  0.0000009387995928
1128 0.10448644  0.0024314672871761
1129 0.10452588  0.0002129217208073
113 0.08098229 -0.0061930152458233
1130 0.10453233 -0.0005703905803787
1131 0.10453333  0.0007202982354817
1132 0.10459333  0.0000000341158510
1133 0.10459905  0.0016355177411338
1134 0.10459912 -0.0015559323620554
1135 0.10461477 -0.0007044238753124
1136 0.10461990 -0.0000989914920958
1137 0.10462912 -0.0074507653155392
1138 0.10462971  0.0074585081435380
1139 0.10464374 -0.0001219849390036
114 0.08098275  0.0000093882489244
1140 0.10464836 -0.0000064103095905
1141 0.10469592  0.0000006763445532
1142 0.10469739  0.0012319040465974
1143 0.10471371  0.0015192135914302
1144 0.10471476 -0.0022884751254344
1145 0.10472469  0.0002619101479966
1146 0.10472573  0.0000249605633674
1147 0.10475645 -0.0007332902306574
1148 0.10475895 -0.0000067057203939
1149 0.10475915  0.0036037272310723
115 0.08098314  0.0070605019482992
1150 0.10476324 -0.0000373903969583
1151 0.10479238 -0.0000767982118814
1152 0.10480817  0.0001541044388335
1153 0.10480833 -0.0003460492679020
1154 0.10484416  0.0000003873066450
1155 0.10486195  0.0001020157171800
1156 0.10486568  0.0003158727308555
